,id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
164,492,Héctor Bellerín,25,2098,1,0.8602298125624657,2,2.1715124365873635,15,21,8,0,D S,Arsenal,1,0.8602298125624657,8.05989222228527,6.266995819285512
165,496,Mohamed Elneny,23,1540,1,0.4756157984957099,0,0.2569417227059603,9,4,3,0,M S,Arsenal,1,0.4756157984957099,5.1957609839737415,4.6511682495474815
166,500,Alex Iwobi,29,1505,1,0.8436320181936026,2,2.155348900705576,15,16,0,0,D F M S,Everton,1,0.8436320181936026,7.218916330486536,4.475584605708718
167,512,Scott Dann,15,1350,1,0.5482887476682663,0,0.01761283539235592,4,1,1,0,D,Crystal Palace,1,0.5482887476682663,1.185210364870727,1.167597527615726
168,532,Cheikhou Kouyaté,36,3126,1,0.823928102850914,0,0.8307871054857969,7,8,4,0,D M S,Crystal Palace,1,0.823928102850914,4.744332442060113,4.530508512631059
169,535,Manuel Lanzini,17,548,1,0.9710567491129041,1,1.0017921943217516,12,11,1,0,M S,West Ham,1,0.9710567491129041,3.232661292888224,1.5795049192383885
170,537,Andy Carroll,18,369,1,0.6033168490976095,0,0.06301983259618282,13,2,1,0,F S,Newcastle United,1,0.6033168490976095,0.9890148416161537,0.542128044180572
171,579,Nathan Aké,10,802,1,0.505318071693182,0,0.017229333519935608,3,1,4,0,D S,Manchester City,1,0.505318071693182,4.211258716881275,4.19402938336134
172,605,Jordan Henderson,21,1710,1,1.1357975732535124,1,1.483708567917347,14,14,0,0,D M S,Liverpool,1,1.1357975732535124,11.4943608045578,10.461347930133343
173,638,Kyle Walker,23,1854,1,0.20440490636974573,1,0.4997862335294485,10,8,1,0,D S,Manchester City,1,0.20440490636974573,9.922638569027185,9.524867132306099
174,639,Toby Alderweireld,25,2243,1,0.6138193644583225,0,0.9680300909094512,10,8,2,0,D,Tottenham,1,0.6138193644583225,5.900500617921352,5.857218690216541
175,644,Erik Lamela,23,683,1,1.28941298276186,0,0.8058319715783,21,8,4,1,F M S,Tottenham,1,1.28941298276186,4.192472445778549,2.828797733411193
176,672,Jordan Ayew,33,2097,1,2.5819826889783144,3,0.8223461555317044,26,13,4,0,F M S,Crystal Palace,1,2.5819826889783144,5.268271958455443,2.6505742156878114
177,681,César Azpilicueta,26,2189,1,0.5030050054192543,2,2.5754943350329995,11,27,5,1,D S,Chelsea,1,0.5030050054192543,13.989242531359196,12.338820736855268
178,688,Ruben Loftus-Cheek,31,1988,1,3.3300087321549654,0,1.2445779331028461,35,17,3,0,F M S,"Chelsea,Fulham",1,3.3300087321549654,7.614803409203887,3.747227055951953
179,699,Gary Cahill,20,1800,1,0.7365136835724115,1,0.6217411160469055,11,8,3,0,D,Crystal Palace,1,0.7365136835724115,2.2731893714517355,2.0231166798621416
180,700,Willian,25,1413,1,1.8349476363509893,5,3.591709714382887,20,32,0,0,F M S,Arsenal,1,1.8349476363509893,7.110169101506472,3.8155747279524803
181,743,Dwight Gayle,18,483,1,2.9297976344823837,1,0.2755554709583521,16,6,0,0,F S,Newcastle United,1,2.9297976344823837,3.037841819226742,0.5140482373535633
182,753,Marc Albrighton,31,1731,1,1.2467308714985847,5,4.0363764539361,21,38,2,0,D M S,Leicester,1,1.2467308714985847,8.017677169293165,5.142710544168949
183,759,Daniel Amartey,12,714,1,0.5421722754836082,0,0,3,0,2,0,D S,Leicester,1,0.5421722754836082,2.5317332670092583,2.4568762108683586
184,769,Jonjo Shelvey,30,2617,1,2.452838398516178,3,2.62552472576499,42,37,7,0,M S,Newcastle United,1,2.452838398516178,9.463527981191874,7.525889337062836
185,775,Andros Townsend,34,2255,1,2.4719981215894222,5,4.146493591368198,36,40,0,0,F M S,Crystal Palace,1,2.4719981215894222,7.262479238212109,3.630241647362709
186,789,Robbie Brady,19,1061,1,0.7830975204706192,1,0.908582329750061,16,7,3,0,M S,Burnley,1,0.7830975204706192,2.6775898784399033,1.5309140160679817
187,833,Virgil van Dijk,5,370,1,0.5533826053142548,0,0,4,0,1,0,D,Liverpool,1,0.5533826053142548,1.409594252705574,1.2884346395730972
188,842,Oriol Romeu,20,1748,1,0.44582715816795826,1,1.5368066392838955,14,14,6,0,M,Southampton,1,0.44582715816795826,6.115794092416763,4.9412069991230965
189,844,Jay Rodriguez,30,1220,1,2.8512784000486135,2,1.2109192460775375,30,6,3,0,F M S,Burnley,1,2.8512784000486135,4.231583966873586,0.9134316276758909
190,853,Paul Dummett,15,1254,1,0.444092333316803,0,0.22914489451795816,3,4,2,0,D S,Newcastle United,1,0.444092333316803,3.159807924181223,2.978621404618025
191,875,Ciaran Clark,22,1895,1,0.6622023619711399,0,0.14438940957188606,8,2,3,0,D S,Newcastle United,1,0.6622023619711399,2.8629611590877175,2.8629611590877175
192,966,Alex Oxlade-Chamberlain,13,238,1,0.3006509616971016,1,0.30177750438451767,8,2,0,0,F M S,Liverpool,1,0.3006509616971016,0.9986630138009787,0.7666849214583635
193,985,Mason Holgate,27,2208,1,1.2981890868395567,0,0.5551564954221249,5,7,8,0,D M S,Everton,1,1.2981890868395567,3.6708066519349813,3.228919416666031
194,1006,Luke Shaw,32,2659,1,0.6931251157075167,5,6.471944944933057,11,72,8,0,D S,Manchester United,1,0.6931251157075167,12.844046253710985,10.096231952309608
195,1014,Tyler Roberts,27,1334,1,1.8854888584464788,2,2.529150106012821,26,15,3,0,F M S,Leeds,1,1.8854888584464788,7.4620350524783134,3.5038931723684072
196,1053,Keinan Davis,15,240,1,1.2687745057046413,1,0.684618379920721,9,6,0,0,F S,Aston Villa,1,1.2687745057046413,1.9646082073450089,0.3350833458825946
197,1234,Dennis Praet,15,730,1,0.4389684200286865,1,1.215856321156025,8,7,0,0,M S,Leicester,1,0.4389684200286865,2.111918879672885,1.291694002225995
198,1257,Alisson,33,2970,1,0.1076817587018013,0,0,1,0,1,0,GK,Liverpool,1,0.1076817587018013,3.5593252051621675,3.5593252051621675
199,1299,Mario Lemina,28,1706,1,1.2436577659100294,0,1.1261268053203821,19,12,5,0,D M S,Fulham,1,1.2436577659100294,4.953155102208257,3.2949586659669876
200,1545,Emil Krafth,16,1297,1,0.15091243758797646,0,0.4345151521265507,7,6,4,0,D S,Newcastle United,1,0.15091243758797646,3.910903701558709,3.427047375589609
201,1652,Matthew Lowton,33,2970,1,0.759485324844718,1,2.772255450487137,21,26,5,0,D,Burnley,1,0.759485324844718,6.349135402590036,3.5619192691519856
202,1665,James Tarkowski,35,3150,1,2.974333734251559,0,0.9441509172320366,22,12,6,0,D,Burnley,1,2.974333734251559,3.003885052166879,2.8158185007050633
203,1676,David Luiz,20,1410,1,0.6695670261979103,0,0.524025484919548,15,2,1,1,D S,Arsenal,1,0.6695670261979103,4.749538991600275,4.629008281975985
204,1688,Andrew Robertson,38,3391,1,1.4379336573183537,7,7.220491709187627,19,65,2,0,D,Liverpool,1,1.4379336573183537,19.869481820613146,15.435008822008967
205,1736,Oliver McBurnie,23,1306,1,3.5529933124780655,0,1.0542655810713768,30,15,2,0,F S,Sheffield United,1,3.5529933124780655,6.1072307620197535,2.601921772584319
206,1822,Antonio Rüdiger,19,1710,1,1.1399364518001676,0,0.3058073613792658,14,4,0,0,D,Chelsea,1,1.1399364518001676,9.137650460004807,9.044836282730103
207,2163,Diego Llorente,15,1208,1,0.9071680032648146,0,0.46123018860816956,8,4,1,0,D S,Leeds,1,0.9071680032648146,3.1332236267626286,2.109321966767311
208,2361,Willian José,16,1059,1,1.346107054501772,0,1.2711053034290671,18,12,0,0,F S,Wolverhampton Wanderers,1,1.346107054501772,1.9880487397313118,0.7192589566111565
209,2517,Martin Odegaard,13,779,1,0.5720767863094807,1,1.6788054443895817,13,16,0,0,M S,Arsenal,1,0.5720767863094807,5.008195258677006,4.0347613245248795
210,3422,João Moutinho,32,2456,1,0.5027754157781601,1,1.57863993011415,14,43,3,1,M S,Wolverhampton Wanderers,1,0.5027754157781601,6.857965525239706,6.0755560612306
211,3585,Said Benrahma,29,1361,1,2.3827954092994332,6,5.114555899985135,34,27,0,0,M S,West Ham,1,2.3827954092994332,10.291036852635443,3.7795806247740984
212,4391,Darnell Furlong,35,2926,1,1.9333324702456594,3,2.4630055148154497,26,17,5,0,D M S,West Bromwich Albion,1,1.9333324702456594,6.1354728154838085,3.3740223851054907
213,5256,Oliver Burke,25,1272,1,2.6037612967193127,1,2.620451843366027,25,15,2,0,F S,Sheffield United,1,2.6037612967193127,6.119541306048632,1.053120244294405
214,5264,Caglar Söyüncü,23,1802,1,0.5392082296311855,0,0.3269749563187361,10,7,2,0,D S,Leicester,1,0.5392082296311855,7.390434857457876,7.36866756901145
215,5545,Wilfred Ndidi,26,2181,1,0.5960319405421615,4,1.3334983801469207,16,16,6,0,D M S,Leicester,1,0.5960319405421615,10.23005054332316,8.72567112930119
216,5549,Luka Milivojevic,31,2374,1,2.213461100589484,1,1.7734643053263426,19,21,8,1,M S,Crystal Palace,0,0.6911234031431377,6.367301893886179,5.705257058143616
217,5553,Declan Rice,31,2790,1,2.55783068574965,1,1.9789341911673546,26,23,2,0,M,West Ham,0,1.0354929808527231,10.226696306839585,9.110459754243493
218,5609,Yves Bissouma,35,3031,1,1.055967123247683,0,1.081232475116849,41,16,8,1,M S,Brighton,1,1.055967123247683,9.618265058845282,8.109773458912969
219,5681,Giovani Lo Celso,18,955,1,1.525260753929615,1,1.196652302518487,15,15,5,0,M S,Tottenham,1,1.525260753929615,5.273323446512222,3.312727394513786
220,5735,Jean-Philippe Mateta,7,213,1,0.32543088495731354,0,0.016295328736305237,4,1,0,0,F S,Crystal Palace,1,0.32543088495731354,0.3973565027117729,0.13605083525180817
221,6042,Jan Bednarek,35,3021,1,0.44769034907221794,1,1.15994737111032,9,5,4,1,D,Southampton,1,0.44769034907221794,7.938710702583194,7.884195936843753
222,6080,Victor Lindelöf,29,2587,1,0.7988894507288933,1,0.4023786187171936,4,6,0,0,D,Manchester United,1,0.7988894507288933,9.030322801321745,8.881876270286739
223,6314,Joachim Andersen,31,2732,1,1.3567862249910831,1,0.4516803417354822,13,8,7,1,D S,Fulham,1,1.3567862249910831,6.673858028836548,6.547641624696553
224,6424,Ben Johnson,14,506,1,0.48440982960164547,0,0.385865556076169,3,4,1,0,D M S,West Ham,1,0.48440982960164547,1.4439898766577244,0.66788793168962
225,6651,Grady Diangana,20,1249,1,1.0978213790804148,0,0.16204885952174664,14,5,0,0,F M S,West Bromwich Albion,1,1.0978213790804148,1.6292712818831205,0.6211172696202993
226,6665,Curtis Jones,24,1174,1,1.758892709389329,2,1.5211435090750456,19,12,2,0,M S,Liverpool,1,1.758892709389329,7.742866411805153,5.182874273508787
227,6674,Rayan Ait Nouri,20,1326,1,0.47554686572402716,1,0.7904387172311544,15,14,0,0,D M S,Wolverhampton Wanderers,1,0.47554686572402716,2.69210309907794,2.285053768195212
228,6817,Fred,30,2404,1,1.733165263198316,0,2.232571354135871,25,24,5,0,M S,Manchester United,1,1.733165263198316,13.519705224782228,10.688638936728239
229,6834,Joe Bryan,16,658,1,0.5813565868884325,0,0.2726944023743272,8,5,2,0,D M S,Fulham,1,0.5813565868884325,1.8991845548152924,1.300659827888012
230,6835,Tom Cairney,10,762,1,0.583964585326612,1,0.9888524450361729,12,17,2,0,M S,Fulham,1,0.583964585326612,3.3855622112751007,2.849907038733363
231,6850,Willy Boly,20,1790,1,1.1176704643294215,1,0.5512954220175743,14,3,1,0,D,Wolverhampton Wanderers,1,1.1176704643294215,2.68421570956707,2.521660402417183
232,6851,Conor Coady,36,3215,1,1.445029648952186,0,0.19623830169439316,7,3,5,0,D,Wolverhampton Wanderers,1,1.445029648952186,4.858106938190758,4.6897552171722054
233,6857,Morgan Gibbs-White,10,370,1,0.7350485324859619,0,0.37032416090369225,8,7,0,0,F M S,Wolverhampton Wanderers,1,0.7350485324859619,1.5752543676644564,0.8057788033038378
234,6859,Kortney Hause,7,630,1,1.3037527613341808,0,0,5,0,2,0,D,Aston Villa,1,1.3037527613341808,1.804376021027565,1.804376021027565
235,6891,Ryan Fredericks,14,563,1,0.21433745697140694,1,1.298734912648797,4,12,2,0,D M S,West Ham,1,0.21433745697140694,1.0619316771626472,0.30801658518612385
236,6892,Fabián Balbuena,14,1197,1,1.0978245548903942,0,0,8,0,1,1,D S,West Ham,1,1.0978245548903942,2.218800287693739,1.9963053427636623
237,7063,Bernard,11,409,1,0.1936356108635664,0,0.5254483036696911,6,10,2,0,F M S,Everton,1,0.1936356108635664,1.282545143738389,0.7026593955233693
238,7236,Leander Dendoncker,32,2435,1,3.381598680280149,0,0.581333028152585,31,17,3,0,D M S,Wolverhampton Wanderers,1,3.381598680280149,8.118031600490212,5.3037951570004225
239,7382,Dan Burn,26,1969,1,1.0781700564548373,0,0.9778604349121451,17,10,5,0,D M S,Brighton,1,1.0781700564548373,4.967931451275945,4.165305202826858
240,7390,Karlan Grant,21,1140,1,1.6942405216395855,0,0.14918647333979607,16,2,1,0,F M S,West Bromwich Albion,1,1.6942405216395855,1.810006550513208,0.5052706673741341
241,7395,Carlos Vinicius,9,300,1,1.2549921572208405,0,0.10279384814202785,7,2,2,0,F S,Tottenham,1,1.2549921572208405,1.4212634414434433,0.08671846613287926
242,7699,Adam Webster,28,2506,1,1.2729570996016264,0,0.2532156016677618,25,5,4,0,D,Brighton,1,1.2729570996016264,7.623943690210581,7.481680957600474
243,7701,Moussa Djenepo,27,1236,1,0.7927820216864347,0,0.40187256410717964,14,6,5,0,M S,Southampton,1,0.7927820216864347,2.9883768558502197,1.9131247028708458
244,7714,Ben Osborn,23,1521,1,1.0666253212839365,0,2.5220147650688887,9,17,1,0,D F M S,Sheffield United,1,1.0666253212839365,6.347650436684489,4.422309448942542
245,7721,Conor Hourihane,4,236,1,0.5679545402526855,1,0.9191879034042358,5,5,0,0,M S,Aston Villa,1,0.5679545402526855,0.6681759208440781,0.19055770710110664
246,8020,Steven Alzate,14,881,1,0.8340352401137352,0,0.9228015542030334,7,11,2,0,D M S,Brighton,1,0.8340352401137352,3.519558561965823,2.386691849678755
247,8067,Reece James,32,2355,1,1.5345969907939434,2,3.6499749002978206,35,42,3,0,D M S,Chelsea,1,1.5345969907939434,11.71862213127315,9.588866364210844
248,8089,Kieran Tierney,26,2215,1,0.386676630936563,3,3.823889254592359,15,31,4,0,D S,Arsenal,1,0.386676630936563,8.525313375517726,5.4977756310254335
249,8214,Tyrick Mitchell,19,1710,1,1.0755382552742958,1,0.23087922483682632,2,3,1,0,D,Crystal Palace,1,1.0755382552742958,4.470536682754755,3.2567375004291534
250,8226,Tariq Lamptey,11,904,1,0.7030039094388485,1,0.8089809715747833,6,10,2,1,D M,Brighton,1,0.7030039094388485,4.568889327347279,3.691588267683983
251,8228,Nathaniel Phillips,17,1451,1,1.0277088694274426,1,0.9165567811578512,15,7,2,0,D S,Liverpool,1,1.0277088694274426,4.325661117210984,4.15606533922255
252,8285,Sander Berge,15,1116,1,1.216416584327817,1,1.7773305177688599,10,14,4,0,M S,Sheffield United,0,0.4552477616816759,3.9067584052681923,3.0664280876517296
253,8300,Steven Bergwijn,21,1218,1,2.093383353203535,3,0.812587445601821,15,13,3,0,F M S,Tottenham,1,2.093383353203535,4.814339090138674,2.446276184171438
254,8379,Alexis Mac Allister,20,1044,1,1.3531406065449119,1,1.870868494734168,24,15,1,0,F M S,Brighton,1,1.3531406065449119,5.543473083525896,3.1550421519204974
255,8456,Nathan Tella,17,707,1,1.9066739156842232,1,1.0909010618925095,16,6,2,0,F M S,Southampton,1,1.9066739156842232,2.6885113045573235,0.3466253373771906
256,8481,Jimmy Dunne,2,180,1,0.22237548604607582,0,0.10200031474232674,3,2,0,0,D,Burnley,1,0.22237548604607582,0.10443910025060177,0.043035658076405525
257,8562,Luke Thomas,14,982,1,0.27020210959017277,0,0.9476513303816319,7,7,2,0,D M S,Leicester,1,0.27020210959017277,2.1523539647459984,1.7291602585464716
258,8717,Pascal Struijk,27,2073,1,2.0286749051883817,0,0.10804751934483647,13,4,3,0,D M S,Leeds,1,2.0286749051883817,6.597725657746196,6.550252264365554
259,8719,Kalvin Phillips,29,2435,1,0.3886227561160922,2,3.2330581322312355,15,35,10,0,M S,Leeds,1,0.3886227561160922,8.959227515384555,7.550635194405913
260,8780,Joël Veltman,28,2281,1,1.2756177727133036,1,1.8462188187986612,14,22,3,0,D M S,Brighton,1,1.2756177727133036,9.022530617192388,6.800674581900239
261,8816,Liam Cooper,25,2189,1,2.094512293115258,0,0,15,0,4,1,D,Leeds,1,2.094512293115258,7.37991644628346,7.37991644628346
262,8821,Donny van de Beek,18,396,1,0.28271791338920593,1,1.0433875694870949,1,3,1,0,M S,Manchester United,1,0.28271791338920593,3.1654628850519657,1.8393573760986328
263,8961,Rúben Dias,31,2758,1,1.9130227491259575,0,0.10559610091149807,13,3,3,0,D,Manchester City,1,1.9130227491259575,16.248246319592,16.126551784574986
264,9163,Kean Bryan,13,1012,1,0.5354916416108608,0,0.8194743879139423,3,4,1,0,D S,Sheffield United,1,0.5354916416108608,1.4283712692558765,1.385759647935629
265,9501,Fabio Carvalho,4,255,1,0.9974314272403717,0,0.5002098381519318,9,2,0,0,F M S,Fulham,1,0.9974314272403717,1.4961068630218506,0.28626886010169983
266,9509,Daniel Jebbison,3,204,1,1.4839936792850494,0,0.023563019931316376,4,1,0,0,F S,Sheffield United,1,1.4839936792850494,1.8763193786144257,0.36876267194747925
267,181,Bernd Leno,34,3046,0,0,0,0,0,0,0,1,GK,Arsenal,0,0,4.290661450475454,4.290661450475454
268,200,Andreas Christensen,17,1375,0,0.12940827198326588,0,0.250104570761323,3,6,2,1,D S,Chelsea,0,0.12940827198326588,7.441710580140352,7.276742447167635
269,342,Sead Kolasinac,1,90,0,0,0,0,0,0,0,0,D,Arsenal,0,0,0.42935803532600403,0.42935803532600403
270,461,Matt Ritchie,18,1360,0,0.3301006630063057,2,2.4923457093536854,11,24,2,0,D M S,Newcastle United,0,0.3301006630063057,5.130529761314392,4.38347963988781
271,465,Joshua King,11,119,0,0.7881247904151678,0,0,3,0,0,0,S,Everton,0,0.7881247904151678,0.8868908192962408,0.7569956742227077
272,484,Divock Origi,9,176,0,1.0811212956905365,0,0.1400348860770464,7,2,0,0,F S,Liverpool,0,1.0811212956905365,1.4969345815479755,0.7823662180453539
273,485,Mamadou Sakho,4,274,0,0.0188349187374115,0,0,1,0,0,0,D S,Crystal Palace,0,0.0188349187374115,0.5140529274940491,0.5140529274940491
274,489,James Milner,26,1037,0,0.35657380148768425,1,0.7905595283955336,12,13,3,0,D M S,Liverpool,0,0.35657380148768425,5.68504504673183,4.885257272981107
275,508,Calum Chambers,9,660,0,0.3639731630682945,1,0.9608396477997303,8,9,0,0,D S,Arsenal,0,0.3639731630682945,3.6508029103279114,2.7070763409137726
276,510,Joel Ward,26,2252,0,0.05171137396246195,1,0.473003345541656,2,7,5,0,D S,Crystal Palace,0,0.05171137396246195,3.116230333223939,2.8893981855362654
277,525,Martin Kelly,1,1,0,0,0,0,0,0,0,0,S,Crystal Palace,0,0,0,0
278,527,Adrián,3,270,0,0,0,0,0,0,0,0,GK,Liverpool,0,0,0.3974394351243973,0.3974394351243973
279,530,James Tomkins,8,553,0,0.12336964905261993,0,0.11044849455356598,2,1,1,0,D S,Crystal Palace,0,0.12336964905261993,0.28486899100244045,0.28486899100244045
280,533,Mark Noble,20,697,0,0.0526793897151947,0,0.1763314949348569,1,5,1,0,M S,West Ham,0,0.0526793897151947,0.7763152047991753,0.7236358076334
281,534,Aaron Cresswell,35,3086,0,0.8834644388407469,8,7.347331376746297,19,57,3,0,D,West Ham,0,0.8834644388407469,10.609666589647532,8.381824482232332
282,540,Darren Randolph,3,270,0,0,0,0,0,0,0,0,GK,West Ham,0,0,0.2751619219779968,0.2751619219779968
283,545,Kieran Gibbs,10,808,0,0.06194194033741951,0,0.4062059596180916,1,4,0,1,D S,West Bromwich Albion,0,0.06194194033741951,0.8934749104082584,0.8129167035222054
284,546,David de Gea,26,2298,0,0,0,0,0,0,0,0,GK,Manchester United,0,0,2.113249460235238,2.113249460235238
285,549,Timothy Fosu-Mensah,1,85,0,0.015449298545718193,0,0.30515241622924805,1,2,1,0,D,Manchester United,0,0.015449298545718193,0.4019051194190979,0.3608218729496002
286,554,Juan Mata,8,431,0,0.3115340732038021,2,0.722595326602459,4,8,0,0,M S,Manchester United,0,0.3115340732038021,2.2593275867402554,1.4097196031361818
287,573,Odion Ighalo,1,5,0,0,0,0,0,0,0,0,S,Manchester United,0,0,0,0
288,585,Seamus Coleman,25,1612,0,0.8948433343321085,3,1.507626404054463,12,19,0,0,D M S,Everton,0,0.8948433343321085,5.504014186561108,4.07946090772748
289,587,Phil Jagielka,9,522,0,0,0,0,0,0,1,1,D S,Sheffield United,0,0,0.9072464257478714,0.9072464257478714
290,589,James McCarthy,16,834,0,0.012277675792574883,0,0.2898282688111067,1,5,1,0,M S,Crystal Palace,0,0.012277675792574883,1.1981794610619545,1.0280184224247932
291,603,Nathaniel Clyne,13,1151,0,0.12293394096195698,1,0.22248492389917374,4,4,2,0,D,Crystal Palace,0,0.12293394096195698,1.8969638887792826,1.7311625815927982
292,614,Fernandinho,20,1080,0,0.7380763320252299,0,0.8550811996683478,13,10,6,0,M S,Manchester City,0,0.7380763320252299,6.967453941702843,6.46776919811964
293,624,Willy Caballero,1,90,0,0,0,0,0,0,0,0,GK,Chelsea,0,0,0.14356312155723572,0.14356312155723572
294,633,James McArthur,18,1482,0,0.28225431498140097,2,1.5203707329928875,6,15,3,0,M S,Crystal Palace,0,0.28225431498140097,3.245603632181883,2.2573831360787153
295,635,Alex McCarthy,29,2610,0,0,0,0,0,0,2,0,GK,Southampton,0,0,2.6577301751822233,2.6577301751822233
296,637,Hugo Lloris,38,3420,0,0,0,0,0,0,0,0,GK,Tottenham,0,0,4.801015069708228,4.801015069708228
297,643,Eric Dier,28,2520,0,1.2531612887978554,0,0.2254233150742948,14,6,3,0,D,Tottenham,0,1.2531612887978554,5.7221764624118805,5.697844207286835
298,645,Dele Alli,15,615,0,1.6745913289487362,1,1.3262444715946913,12,9,0,0,M S,Tottenham,0,1.6745913289487362,4.32270379178226,2.1345880310982466
299,660,Ben Davies,20,1330,0,0.19769307598471642,1,0.4373754449188709,3,8,1,0,D S,Tottenham,0,0.19769307598471642,2.6845735367387533,2.3310538921505213
300,661,Josh Onomah,11,368,0,0.5561960740014911,0,0.032975926995277405,6,1,1,0,M S,Fulham,0,0.5561960740014911,1.3664658088237047,0.8782037142664194
301,682,Branislav Ivanovic,13,761,0,0.45947081595659256,0,0.048929497599601746,4,1,2,0,D S,West Bromwich Albion,0,0.45947081595659256,0.34919734112918377,0.34919734112918377
302,697,Nemanja Matic,19,1009,0,0.1647858265787363,0,0.6243858942762017,6,7,2,0,M S,Manchester United,0,0.1647858265787363,4.942913569509983,4.320138575509191
303,703,Fikayo Tomori,1,43,0,0,0,0,0,0,0,0,S,Chelsea,0,0,0.0727275162935257,0.0727275162935257
304,706,Lukasz Fabianski,34,3060,0,0,0,0,0,0,2,0,GK,West Ham,0,0,1.1891276249662042,1.1891276249662042
305,708,Federico Fernández,24,2090,0,0.19384310767054558,0,0.5685491189360619,4,7,4,0,D,Newcastle United,0,0.19384310767054558,3.305469788610935,3.2190251126885414
306,710,Neil Taylor,1,13,0,0,0,0,0,0,1,0,S,Aston Villa,0,0,0,0
307,712,Jack Cork,15,1265,0,0.197326747700572,0,0.15246125310659409,5,6,2,0,M S,Burnley,0,0.197326747700572,2.7622372936457396,2.4986591823399067
308,727,DeAndre Yedlin,6,442,0,0.0998492855578661,0,0.08443297632038593,2,3,0,0,D S,Newcastle United,0,0.0998492855578661,0.5257039777934551,0.3566392660140991
309,730,Patrick van Aanholt,22,1775,0,1.398338496685028,1,0.649572467431426,18,12,2,0,D M S,Crystal Palace,0,1.398338496685028,4.809477232396603,3.354221023619175
310,741,Jordan Pickford,30,2652,0,0,0,0.021773621439933777,0,1,1,0,GK,Everton,0,0,3.7141596572473645,3.6923860358074307
311,745,Kasper Schmeichel,38,3420,0,0,0,0,0,0,0,0,GK,Leicester,0,0,3.8688178383745253,3.8688178383745253
312,748,Wes Morgan,3,13,0,0,0,0,0,0,0,0,S,Leicester,0,0,0.14461266994476318,0.14461266994476318
313,749,Christian Fuchs,9,703,0,0.07373147457838058,0,0.013015583157539368,4,1,4,0,D S,Leicester,0,0.07373147457838058,2.723851103335619,2.66554918885231
314,751,N&#039;Golo Kanté,30,2142,0,0.7004624530673027,2,1.206712644547224,10,22,7,0,M S,Chelsea,0,0.7004624530673027,10.102666012942791,8.441409684717655
315,762,Demarai Gray,1,17,0,0.05797205865383148,0,0,1,0,0,0,S,Leicester,0,0.05797205865383148,0.02703343704342842,0.02703343704342842
316,772,Moussa Sissoko,25,1563,0,0.24807330965995789,0,0.18440947122871876,3,4,3,0,D M S,Tottenham,0,0.24807330965995789,4.136225494556129,3.9269614992663264
317,780,Karl Darlow,25,2250,0,0,0,0,0,0,2,0,GK,Newcastle United,0,0,0.9974323827773333,0.9974323827773333
318,785,John Ruddy,2,91,0,0,0,0,0,0,0,0,GK S,Wolverhampton Wanderers,0,0,0,0
319,831,Fraser Forster,8,720,0,0,0,0,0,0,0,0,GK,Southampton,0,0,1.1139454767107964,1.1139454767107964
320,835,Ryan Bertrand,29,2600,0,0.374919967725873,1,1.395297447219491,8,13,5,0,D,Southampton,0,0.374919967725873,5.361662907525897,4.813895485363901
321,839,Shane Long,11,184,0,0.06422476656734943,0,0,2,0,0,0,F S,Southampton,0,0.06422476656734943,0.08692492172122002,0.06606833077967167
322,847,Cédric Soares,10,746,0,0.20354272704571486,1,0.8928054347634315,7,6,1,0,D S,Arsenal,0,0.20354272704571486,3.3355983961373568,2.9193570725619793
323,848,Charlie Austin,5,126,0,0.4129626452922821,0,0,3,0,0,0,S,West Bromwich Albion,0,0.4129626452922821,0.4129626452922821,0
324,856,Jack Butland,1,90,0,0,0,0,0,0,0,0,GK,Crystal Palace,0,0,0,0
325,857,Phil Bardsley,4,272,0,0.06341451406478882,0,0,3,0,2,0,D S,Burnley,0,0.06341451406478882,0.1266939826309681,0.10160527005791664
326,876,Fabian Delph,8,249,0,0.014957983046770096,0,0.054449012503027916,1,2,1,0,D M S,Everton,0,0.014957983046770096,1.060617944225669,1.0171574261039495
327,884,Matt Targett,38,3407,0,0.2803044756874442,2,2.799669211730361,6,39,7,0,D,Aston Villa,0,0.2803044756874442,9.610858652740717,8.203313463367522
328,885,Kyle Walker-Peters,29,2594,0,0.6814663354307413,2,1.2388760466128588,15,15,4,0,D,Southampton,0,0.6814663354307413,8.147192437201738,6.561962300911546
329,887,Erik Pieters,20,1259,0,0.15116792730987072,1,0.3636159598827362,4,5,1,0,D M S,Burnley,0,0.15116792730987072,1.9328867439180613,1.552714355289936
330,888,Xherdan Shaqiri,14,534,0,0.42472053691744804,2,2.510420076549053,11,19,2,0,F M S,Liverpool,0,0.42472053691744804,4.585736162960529,2.1229257490485907
331,910,Harrison Reed,31,2254,0,0.2909777192398906,2,1.6945231407880783,13,21,5,0,M S,Fulham,0,0.2909777192398906,7.142017270438373,6.308452454395592
332,934,Axel Tuanzebe,8,311,0,0,0,0,0,0,2,0,D S,Manchester United,0,0,0.6698964536190033,0.6698964536190033
333,971,Harry Winks,15,854,0,0.06147134490311146,0,0.18998101726174355,4,4,5,0,M S,Tottenham,0,0.06147134490311146,3.7452441714704037,3.6405233442783356
334,978,Sam Johnstone,37,3330,0,0,1,0.11011698096990585,0,1,1,0,GK,West Bromwich Albion,0,0,2.627215836197138,2.517098855227232
